Name	Population	Land Area	Water Area	Total Area	Lat	Long
Missouri_US	2	2	2	2	38.5	-92.5
Nebraska_US	2	2	2	2	41.5	-100
Oklahoma_US	2	2	2	2	35.5	-98
South_Dakota_US	2	2	2	2	44.5	-100
Louisiana_US	2	2	2	2	31	-92
Texas_US	2	2	2	2	31	-100
Connecticut_US	2	2	2	2	41.6	-72.7
New_Hampshire_US	2	2	2	2	44	-71.5
Rhode_Island_US	2	2	2	2	41.7	-71.5
Vermont_US	2	2	2	2	44	-72.7
Alabama_US	2	2	2	2	32.7	-86.7
Florida_US	2	2	2	2	28.1	-81.6
Georgia_US	2	2	2	2	33	-83.5
Mississippi_US	2	2	2	2	33	-90
South_Carolina_US	2	2	2	2	34	-81
Indiana_US	2	2	2	2	40	-86
Kentucky_US	2	2	2	2	37.5	-85
North_Carolina_US	2	2	2	2	35.5	-80
Tennessee_US	2	2	2	2	36	-86
Virginia_US	2	2	2	2	37.5	-79
West_Virginia_US	2	2	2	2	39	-80.5
Delaware_US	2	2	2	2	39	-75.5
District_of_Columbia_US	2	2	2	2	38.904722	-77.016389
Maryland_US	2	2	2	2	39	-76.7
New_Jersey_US	2	2	2	2	40	-74.5
Maine_US	2	2	2	2	45.5	-69
Alaska_US	2	2	2	2	64	-150
Minnesota_US	2	2	2	2	46	-94
Illinois_US	2	2	2	2	40	-89
Ohio_US	2	2	2	2	40.5	-82.5
Wisconsin_US	2	2	2	2	44.5	-89.5
New_York_US	2	2	2	2	43	-75
Michigan_US	2	2	2	2	44	-85
Salto_UY	2	2	2	2	-31.333333	-57.033333
Soriano_UY	2	2	2	2	-33.516667	-57.75
Cerro_Largo_UY	2	2	2	2	-32.383333	-54.283333
Durazno_UY	2	2	2	2	-33.05	-56
Rivera_UY	2	2	2	2	-31.516667	-55.233333
Tacuarembó_UY	2	2	2	2	-32.1	-55.766667
Treinta_y_Tres_UY	2	2	2	2	-33.05	-54.3
Canelones_UY	2	2	2	2	-34.533333	-55.933333
Florida_UY	2	2	2	2	-33.783333	-55.833333
Lavalleja_UY	2	2	2	2	-33.9	-55
Maldonado_UY	2	2	2	2	-34.633333	-54.883333
Montevideo_UY	2	2	2	2	-34.8	-56.2
Rocha_UY	2	2	2	2	-33.933333	-54
Colonia_UY	2	2	2	2	-34.116667	-57.683333
San_José_UY	2	2	2	2	-34.3	-56.733333
Artigas_UY	2	2	2	2	-30.6	-56.95
Flores_UY	2	2	2	2	-33.6	-56.833333
Paysandú_UY	2	2	2	2	-32.05	-57.3
Río_Negro_UY	2	2	2	2	-32.733333	-57.366667
Falcón_VE	2	2	2	2	10.05	-60.8
Apure_VE	2	2	2	2	7.9	-67.466667
Barinas_VE	2	2	2	2	8.633333	-70.2
Mérida_VE	2	2	2	2	8.48	-71.19
Táchira_VE	2	2	2	2	7.94	-72.12
Trujillo_VE	2	2	2	2	9.417	-70.5
Zulia_VE	2	2	2	2	9.84	-72.25
Cojedes_VE	2	2	2	2	9.36	-68.32
Carabobo_VE	2	2	2	2	10.193	-67.98
Lara_VE	2	2	2	2	10.07	-69.86
Portuguesa_VE	2	2	2	2	9.11	-69.28
Yaracuy_VE	2	2	2	2	10.31	-68.71
Amazonas_VE	2	2	2	2	3.5	-66
Bolivar_VE	2	2	2	2	8.121944	-63.55
Anzoátegui_VE	2	2	2	2	10.066667	-64.716667
Aragua_VE	2	2	2	2	10.25	-67.6
Dependencias_Federales_VE	2	2	2	2	12.35	-70.916667
Guárico_VE	2	2	2	2	8.7	-66.61
Monagas_VE	2	2	2	2	9.43	-63.08
Miranda_VE	2	2	2	2	10.28	-66.33
Nueva_Esparta_VE	2	2	2	2	10.95	-64.01
Sucre_VE	2	2	2	2	10.645556	-63.038889
Delta_Amacuro_VE	2	2	2	2	10.05	-60.8
City_of_Freeport_OT	2	2	2	2	26.528611	-78.696667
North_Abaco_OT	2	2	2	2	26.783333	-77.433333
Moore_s_Island_OT	2	2	2	2	26.3	-77.55
Mangrove_Cay_OT	2	2	2	2	24.166667	-77.783333
Spanish_Wells_OT	2	2	2	2	25.545833	-76.761111
Harbour_Island_OT	2	2	2	2	25.5	-76.633333
North_Eleuthera_OT	2	2	2	2	25.466667	-76.683333
Central_Eleuthera_OT	2	2	2	2	25.133333	-76.15
South_Eleuthera_OT	2	2	2	2	24.8	-76.183333
Cat_Island_OT	2	2	2	2	24.416667	-75.516667
Rum_Cay_OT	2	2	2	2	23.683333	-74.866667
Hope_Town_OT	2	2	2	2	26.539816	-76.962056
City_of_Hamilton_OT	2	2	2	2	32.293	-64.782
City_of_Saint_George_OT	2	2	2	2	32.379444	-64.677778
Devonshire_OT	2	2	2	2	32.3	-64.758333
Hamilton_OT	2	2	2	2	32.341944	-64.728056
Paget_OT	2	2	2	2	32.286389	-64.77
Pembroke_OT	2	2	2	2	32.297222	-64.780556
Saint_George_s_OT	2	2	2	2	32.371667	-64.675556
Sandys_OT	2	2	2	2	32.3	-64.866667
Smith_s_OT	2	2	2	2	32.315278	-64.735
Southampton_OT	2	2	2	2	32.25	-64.85
Warwick_OT	2	2	2	2	32.266667	-64.808333
Clipperton_Island_OT	2	2	2	2	10.3	-109.216667
Carriacou_and_Petite_Martinique_OT	2	2	2	2	12.483333	-61.461667
Grand_Anse_OT	2	2	2	2	18.6667	-74.1167
L_Artibonite_OT	2	2	2	2	19.45	-72.6833
Kingston_OT	2	2	2	2	17.966667	-76.8
Callao_OT	2	2	2	2	-12.033333	-77.133333
Asunción_OT	2	2	2	2	-25.3	-57.633333
Saint-Pierre_OT	2	2	2	2	46.783333	-56.183333
Miquelon-Langlade_OT	2	2	2	2	47.1	-56.3792
Paramaribo_OT	2	2	2	2	5.823611	-55.169722
Middle_Caicos_OT	2	2	2	2	21.788192	-71.734542
North_Caicos_OT	2	2	2	2	21.891389	-71.946111
Providenciales_and_West_Caicos_OT	2	2	2	2	21.783333	-72.283333
South_Caicos_and_East_Caicos_OT	2	2	2	2	21.509444	-71.517778
Grand_Turk_OT	2	2	2	2	21.472222	-71.138889
Salt_Cay_OT	2	2	2	2	21.325	-71.208333
Diego_Martin_OT	2	2	2	2	10.683333	-61.6
Arima_OT	2	2	2	2	10.616667	-61.266667
San_Juan-Laventille_OT	2	2	2	2	10.65	-61.466667
Point_Fortin_OT	2	2	2	2	10.166667	-61.666667
Tunapuna_Piarco_OT	2	2	2	2	10.633333	-61.383333
San_Fernando_OT	2	2	2	2	10.283333	-61.466667
Navassa_Island_OT	2	2	2	2	18.402778	-75.0125
Vargas_OT	2	2	2	2	10.572	-66.88
Distrito_Capital_OT	2	2	2	2	10.493	-66.921
