Name	Pop	DUMMY	DUMMY	Area	Lat	Long
Šibensko-Kninska_HR	109375	2	2	2984.00	43.928890	16.061940
Sisacko-Moslavacka_HR	172439	2	2	4468.00	45.220830	16.251390
Splitsko-Dalmatinska_HR	454798	2	2	4540.00	43.166670	16.500000
Varaždinska_HR	175951	2	2	1262.00	46.321110	16.231110
Viroviticko-Podravska_HR	84836	2	2	2024.00	45.873060	17.505000
Vukovarsko-Srijemska_HR	179521	2	2	2454.00	45.228610	18.916670
Zadarska_HR	170017	2	2	3646.00	44.018060	15.895000
Zagreb_City_HR	790017	2	2	641.00	45.816670	15.983330
Zagrebacka_HR	317606	2	2	3060.00	45.748890	15.571110
Bács-Kiskun_HU	520331	2	2	8445.15	46.500000	19.416667
Baranya_HU	386441	2	2	4429.60	46.068333	18.205278
Békés_HU	359948	2	2	5631.05	46.737500	21.044722
Borsod-Abaúj-Zemplén_HU	686266	2	2	7247.17	48.250000	21.000000
Budapest_HU	1733685	2	2	52513.00	47.492500	19.051389
Csongrád_HU	417456	2	2	4261.74	46.416667	20.250000
Fejér_HU	425847	2	2	4358.76	47.166667	18.583333
Gyor-Moson-Sopron_HU	447985	2	2	4208.05	47.666667	17.250000
Hajdú-Bihar_HU	546721	2	2	6210.56	47.416667	21.500000
Heves_HU	308882	2	2	3637.25	47.833333	20.250000
Jász-Nagykun-Szolnok_HU	386594	2	2	5581.71	47.250000	20.500000
Komárom-Esztergom_HU	304568	2	2	2265.08	47.583333	18.333333
Nógrád_HU	202427	2	2	2544.18	48.000000	19.570000
Pest_HU	1217476	2	2	6393.14	47.416667	19.333333
Somogy_HU	317307	2	2	6065.07	46.416667	17.583333
Szabolcs-Szatmár-Bereg_HU	559272	2	2	5936.45	48.000000	22.166667
Tolna_HU	230361	2	2	3703.31	46.500000	18.583333
Vas_HU	256629	2	2	3336.20	47.166667	16.750000
Veszprém_HU	351898	2	2	4463.00	47.166667	17.750000
Zala_HU	282179	2	2	3784.11	46.666667	16.833333
Carlow_IE	56875	2	2	897.00	52.666667	-6.833333
Cavan_IE	76092	2	2	1932.00	53.916667	-7.250000
Clare_IE	118627	2	2	3450.00	52.833333	-9.000000
Cork_IE	542196	2	2	7500.00	51.966667	-8.583333
Donegal_IE	158755	2	2	4861.00	54.917000	-8.000000
Dublin_IE	1345402	2	2	922.00	53.416667	-6.250000
Galway_IE	258552	2	2	6149.00	53.333333	-9.000000
Kerry_IE	147554	2	2	4807.00	52.166667	-9.750000
Kildare_IE	222130	2	2	1695.00	53.166667	-6.750000
Kilkenny_IE	99118	2	2	2073.00	52.583333	-7.250000
Laoighis_IE	84732	2	2	1720.00	53.000000	-7.400000
Leitrim_IE	31972	2	2	1590.00	54.117000	-8.000000
Limerick_IE	195175	2	2	2756.00	52.500000	-8.750000
Longford_IE	40810	2	2	1091.00	53.666667	-7.750000
Louth_IE	128375	2	2	826.00	53.833333	-6.500000
Mayo_IE	130425	2	2	5586.00	53.900000	-9.250000
Meath_IE	194942	2	2	2342.00	53.666667	-6.666667
Monaghan_IE	61273	2	2	1295.00	54.244000	-7.040000
Offaly_IE	78003	2	2	2001.00	53.250000	-7.500000
Roscommon_IE	64436	2	2	2548.00	53.750000	-8.250000
Sligo_IE	65357	2	2	1838.00	54.250000	-8.666667
Tipperary_IE	160441	2	2	4305.00	52.666667	-7.833333
Waterford_IE	116401	2	2	1857.00	52.250000	-7.500000
Westmeath_IE	88770	2	2	1840.00	53.500000	-7.500000
Wexford_IE	149605	2	2	2367.00	52.500000	-6.750000
Wicklow_IE	142332	2	2	2027.00	53.000000	-6.416667
Akrahreppur_IS	208	2	2	1364.00	65.456944	-18.961389
Akranes_IS	7000	2	2	9.00	64.315806	-22.094660
Akureyri_IS	18191	2	2	138.00	65.683333	-18.100000
Árneshreppur_IS	53	2	2	707.00	65.980000	-21.453000
Austur-Hérað_IS	3463	2	2	8884.00	65.264000	-14.395000
Austurland_IS	15300	2	2	22721.00	65.283333	-14.383333
Bæjarhreppur_IS	100	2	2	513.00	65.210000	-21.098056
Biskupstungnahreppur_IS	931	2	2	3300.00	64.276400	-20.400900
Eyja-_og_Miklaholtshreppur_IS	148	2	2	383.00	64.835000	-22.562500
Hálshreppur_IS	399	2	2	6036.00	65.643619	-16.917366
Höfuðborgarsvæði_IS	216940	2	2	1062.20	64.133333	-21.933333
Húnaþing_vestra_IS	1173	2	2	3019.00	65.397000	-20.942000
Ísafjarðarbær_IS	3639	2	2	2379.00	66.066667	-23.150000
Kelduneshreppur_IS	2822	2	2	3729.00	66.047000	-17.346000
Mýrdalshreppur_IS	489	2	2	755.00	63.419400	-19.009700
Norðurland_vestra_IS	7810	2	2	12737.00	65.746111	-19.639444
Reykhólahreppur_IS	271	2	2	1090.00	65.446111	-22.208056
Suðurland_IS	23311	2	2	24256.00	63.933056	-20.996944
Suðurnes_IS	20300	2	2	829.00	63.916667	-22.250000
Sveitarfélagið_Hornafjörður_IS	2167	2	2	6280.00	64.254000	-15.212000
Vestfirðir_IS	7300	2	2	22271.00	65.737500	-22.170556
Vesturbyggð_IS	949	2	2	1339.00	65.598000	-24.002000
Vesturland_IS	15300	2	2	9554.00	64.533333	-21.916667
Abruzzo_IT	1326513	2	2	10832	42.366111	12.394444
Apulia_IT	4077166	2	2	19541	41.008611	16.512778
Basilicata_IT	573694	2	2	10073	40.500000	16.500000
Calabria_IT	1970521	2	2	15222	38.891800	16.599500
Campania_IT	5850850	2	2	13671	40.826111	14.256400
Emilia-Romagna_IT	4448146	2	2	22453	44.510556	10.956900
Friuli-Venezia_Giulia_IT	1221218	2	2	7862	45.636111	13.804200
Lazio_IT	5888472	2	2	17232	41.900000	12.716667
Liguria_IT	1571053	2	2	5416	44.450000	8.766700
Lombardia_IT	10008349	2	2	23864	45.585556	9.930300
Marche_IT	1543752	2	2	9401	43.616667	13.516700
Molise_IT	312027	2	2	4461	41.699700	14.611100
Piemonte_IT	4404246	2	2	25387	45.066667	7.700000
