Name	Pop	DUMMY	DUMMY	Area	Lat	Long
Shire of Winton_QL	1144	2	2	53935	-22.387778	143.034444
Shire of Balonne_QL	4391	2	2	31150	-28.037222	148.574444
Shire of Bulloo_QL	350	2	2	73807	-27.671364	142.404761
Maranoa Region_QL	12843	2	2	58830	-25.7925	148.5925
Shire of Murweh_QL	4309	2	2	40742	-26.401667	146.239722
Shire of Paroo_QL	1665	2	2	47714	-28.066667	145.683333
Shire of Quilpie_QL	821	2	2	67633	-26.61	144.266111
City of Adelaide_SA	23169	2	2	16	-34.933333	138.6
Adelaide Hills Council_SA	40031	2	2	795	-34.95	138.883333
City of Burnside_SA	45034	2	2	27	-34.933333	138.666667
City of Campbelltown_SA	51889	2	2	24	-33.883333	151.25
City of Charles Sturt_SA	114209	2	2	52	-34.883333	138.516667
Town of Gawler_SA	22618	2	2	41	-34.6	138.75
City of Holdfast Bay_SA	37263	2	2	13	-35.016667	138.516667
City of Marion_SA	88983	2	2	56	-35	138.552
City of Mitcham_SA	66347	2	2	76	-35.016667	138.633333
City of Norwood Payneham and St Peters_SA	37350	2	2	15	-34.916667	138.633333
City of Onkaparinga_SA	168798	2	2	518	-34.916667	138.633333
City of Playford_SA	88222	2	2	345	-34.716667	138.666667
City of Port Adelaide Enfield_SA	123754	2	2	97	-34.85	138.5
City of Prospect_SA	21416	2	2	8	-34.883333	138.6
City of Salisbury_SA	138535	2	2	158	-34.7673	138.5857
City of Tea Tree Gully_SA	98861	2	2	95	-34.833333	138.683333
City of Unley_SA	39324	2	2	14	-34.95	138.6
Town of Walkerville_SA	7673	2	2	4	-34.9	138.616667
City of West Torrens_SA	58964	2	2	37	-34.95	138.583333
District Council of Ceduna_SA	3716	2	2	5427	-32.133333	133.683333
District Council of Cleve_SA	1795	2	2	4507	-33.7403	136.3733
District Council of Elliston_SA	1066	2	2	6500	-33.65	134.883333
District Council of Franklin Harbour_SA	1234	2	2	3583	-33.683333	136.933333
District Council of Kimba_SA	1097	2	2	3986	-33.133333	136.416667
District Council of Lower Eyre Peninsula_SA	5087	2	2	4771	-34.33	135.5
City of Port Augusta_SA	14522	2	2	1153	-32.491667	137.762222
City of Port Lincoln_SA	14984	2	2	30	-34.7203	135.858
District Council of Streaky Bay_SA	2249	2	2	6232	-32.7969	134.211
District Council of Tumby Bay_SA	2668	2	2	2616	-34.375	136.102778
Wudinna District Council_SA	1282	2	2	5394	-33.047	135.46
City of Whyalla_SA	22759	2	2	1033	-33.034722	137.585556
Adelaide Plains Council_SA	8385	2	2	932	-34.437903	138.51247
Barossa Council_SA	22514	2	2	912	-34.5	139.05
District Council of  Barunga West_SA	2631	2	2	1528	-33.6	137.933333
District Council of  Clare and Gilbert Valleys_SA	8743	2	2	1840	-33.833	138.617
Copper Coast Council_SA	12901	2	2	773	-33.966667	137.716667
Flinders Ranges Council_SA	1784	2	2	4198	-32.35	138.033333
Regional Council of  Goyder_SA	4285	2	2	6719	-33.683333	138.933333
Light Regional Council_SA	13658	2	2	1278	-34.416667	138.833333
District Council of  Mount Remarkable_SA	2951	2	2	3425	-32.825	138.188056
Northern Areas Council_SA	4866	2	2	3070	-33.203889	138.605556
District Council of  Orroroo Carrieton_SA	938	2	2	3300	-32.734167	138.613611
District Council of  Peterborough_SA	1678	2	2	3020	-32.97351	138.838093
Port Pirie Regional Council_SA	18076	2	2	1761	-33.176944	138.010278
Wakefield Regional Council_SA	6886	2	2	3469	-34.1475	138.415556
Yorke Peninsula Council_SA	11736	2	2	5834	-35.2239	138.402
Alexandrina Council_SA	23160	2	2	1827	-35.3857	138.8232
Kangaroo Island Council_SA	4612	2	2	4400	-35.65	137.633
District Council of  Mount Barker_SA	29864	2	2	595	-35.063889	138.858056
City of  Victor Harbor_SA	13608	2	2	387	-35.55	138.616667
District Council of  Yankalilla_SA	4577	2	2	751	-35.455	138.335556
Berri Barmera Council_SA	11240	2	2	508	-34.283333	140.6
The Coorong District Council_SA	5825	2	2	8831	-35.687778	139.338056
Gerard Community Council_SA	96	2	2	86	-34.376389	140.479167
District Council of  Karoonda East Murray_SA	1193	2	2	4415	-35.0188	140.1306
District Council of  Loxton Waikerie_SA	4612	2	2	7957	-34.4454	140.7733
Mid Murray Council_SA	8511	2	2	7957	-34.6129	139.5525
Rural City of  Murray Bridge_SA	20971	2	2	1832	-35.1186	139.2838
Renmark Paringa Council_SA	9882	2	2	916	-34.17	140.748889
Southern Mallee District Council_SA	2189	2	2	6000	-35.26	140.908611
District Council of  Grant_SA	8652	2	2	1904	-37.833333	140.783333
Kingston District Council_SA	2469	2	2	3338	-36.833333	139.85
City of  Mount Gambier_SA	21256	2	2	308	-37.829167	140.78
Naracoorte Lucindale Council_SA	8489	2	2	4517	-36.956111	140.741389
District Council of  Robe_SA	1480	2	2	1091	-37.1625	139.756
Tatiara District Council_SA	6660	2	2	6476	-36.311389	140.773611
Wattle Range Council_SA	12554	2	2	3924	-37.4653	140.4999
Anangu Pitjantjatjara Yankunytjatjara_SA	2230	2	2	102650	-26.5	132
District Council of  Coober Pedy_SA	1913	2	2	78	-29.016667	134.75
Maralinga Tjarutja_SA	105	2	2	102863	-26.490278	132.007778
Nepabunna Community Council_SA	53	2	2	76	-30.581667	138.979444
Outback Communities Authority_SA	3959	2	2	624339	-32.490245	137.762817
Municipal Council of  Roxby Downs_SA	4484	2	2	110	-30.5079	136.9157
Yalata Community_SA	100	2	2	4563	-31.48	131.84
Break ODay_TS	6104	2	2	3525.8	-41.4238	148.0524
Brighton_TS	16512	2	2	171.3	-42.7195	147.2602
Burnie_TS	18895	2	2	611	-41.2156	145.8065
Central Coast_TS	21362	2	2	933.1	-41.28	146.041
Central Highlands_TS	2141	2	2	7982.4	-42.2124	146.646
Circular Head_TS	7926	2	2	4897.7	-41.0673	145.0122
Clarence_TS	54819	2	2	378	-42.8421	147.4385
Derwent Valley_TS	10021	2	2	4108.1	-42.8129	146.4227
Devonport_TS	24696	2	2	111.3	-41.2078	146.3137
Dorset_TS	6617	2	2	3227.6	-41.0706	147.7089
Flinders_TS	906	2	2	1996.6	-40.1195	148.0977
George Town_TS	6764	2	2	653.4	-41.1018	147.0251
Glamorgan_Spring Bay_TS	4400	2	2	2591.4	-42.2672	147.9688
Glenorchy_TS	46253	2	2	121.1	-42.839	147.2198
Hobart_TS	50439	2	2	77.9	-42.8978	147.2877
Huon Valley_TS	16199	2	2	5507.4	-43.2546	146.5895
Kentish_TS	6128	2	2	1156	-41.4539	146.1837
King Island_TS	1585	2	2	1095.8	-39.8637	143.9851
Kingborough_TS	35853	2	2	720.1	-43.1932	147.2632
Latrobe_TS	10699	2	2	550	-41.2413	146.5598
Launceston_TS	65274	2	2	1413.6	-41.3605	147.3044
Meander Valley_TS	19282	2	2	3330.3	-41.6267	146.4849
Northern Midlands_TS	12822	2	2	5136.5	-41.8402	147.4609
Sorell_TS	14414	2	2	583.7	-42.7808	147.6904
Southern Midlands_TS	6043	2	2	2615.4	-42.4346	147.4006
Tasman_TS	2372	2	2	660.5	-43.0538	147.8342
Waratah_Wynyard_TS	13578	2	2	3531	-41.3828	145.4956
West Coast_TS	4149	2	2	9589.8	-42.2984	145.6289
West Tamar_TS	23718	2	2	691.1	-41.2797	146.8652
Alice Springs Town Council_NT	24753	2	2	327	-23.701942	133.882377
Alyangula_NT	873	2	2	2	-13.850556	136.42
Barkly Regional Council_NT	6655	2	2	322514	-26.5931	118.4911
Belyuen Community Government Council_NT	164	2	2	41	-13.039	131.052
Central Desert Regional Council_NT	3677	2	2	282090	-26.5931	118.4911
Coomalie Community Government Council_NT	1319	2	2	1500	-13.066667	131.016667
Darwin City of_NT	78804	2	2	112	-12.4152	130.8914
Darwin Rates Act Area East Arm_NT	0	2	2	52	-12.4152	130.8914
East Arnhem Regional Council_NT	9026	2	2	33302	-12.181944	136.781944
Katherine Town Council_NT	9717	2	2	7421	-14.4667	132.2762
Litchfield Council_NT	23855	2	2	2914	-12.4266	131.0409
MacDonnell Regional Council_NT	6029	2	2	268784	-26.5931	118.4911
Nhulunbuy Corporation_NT	3240	2	2	7	-12.1825	136.781944
Palmerston City of_NT	33786	2	2	53	-12.4939	130.9818
Roper Gulf Regional Council_NT	6505	2	2	185176	-14.467	132.267
Tiwi Islands Regional Council_NT	2453	2	2	7501	-12.45	130.833
Unincorporated Top End Region Finnis_Mary_NT	0	2	2	19263	-12.5839	131.0718
Victoria Daly Regional Council_NT	2810	2	2	153287	-14.467	132.267
Wagait Shire Council_NT	463	2	2	6	-12.4501	130.7401
West Arnhem Regional Council_NT	6188	2	2	49698	-12.666944	132.833056
West Daly Regional Council_NT	3166	2	2	14070	-14.233333	129.516667
Yulara_NT	1099	2	2	103	-25.233333	130.983333
Central_FJ	365638	2	2	858.6	-18	178.333333
Eastern_FJ	38021	2	2	1376	-18.5	180
Northern_FJ	132501	2	2	6198	-16.5	179.5
Western_FJ	327635	2	2	6360	-18	177.5
Rotuma_FJ	1814	2	2	46	-12.5	177.08
Îles_Loyauté_NC	43451	2	2	1981	-21.066667	167.35
Sud_NC	208756	2	2	9407	-21.916667	166.333333
Nord_NC	68278	2	2	7348	-21	165
Norfolk_Island_NF	2302	2	2	35	-29.033333	167.95
Antipodes_Islands_NZ	0	2	2	22	-49.6667	178.766667
Auckland_Islands_NZ	0	2	2	625	-50.7	166.1
Auckland_NZ	1657200	2	2	4940	-36.9	174.783333
Bay_of_Plenty_NZ	299900	2	2	12071	-37.666667	177
Bounty_Islands_NZ	0	2	2	1.35	-47.75	179.05
Campbell_Islands_NZ	0	2	2	113.3	-52.54	169.145
Canterbury_NZ	612000	2	2	44508	-43.6	172
Gisborne_District_NZ	48500	2	2	8386	-38.65	178
Hawke_s_Bay_NZ	164000	2	2	14137	-39.416667	176.816667
Manawatu-Wanganui_NZ	234500	2	2	22221	-39.6	175.6
Marlborough_District_NZ	46200	2	2	10458	-41.883333	173.666667
Nelson_City_NZ	51400	2	2	424	-41.270833	173.283889
Northland_NZ	175500	2	2	12498	-35.58	173.97
Otago_NZ	224200	2	2	31209	-45.883333	170.5
Southland_NZ	98300	2	2	31195	-45.7	168.1
Taranaki_NZ	118000	2	2	7254	-39.3	174.133333
Tasman_District_NZ	51100	2	2	9616	-41.5	172.8
The_Snares_NZ	0	2	2	4	-48.016667	166.533333
Three_Kings_Islands_NZ	0	2	2	5	-34.153889	172.14
Waikato_NZ	460100	2	2	23900	-37.5	175.333333
Wellington_NZ	513900	2	2	8049	-41.283333	174.766667
West_Coast_NZ	32400	2	2	23244	-42.6	171.4
Central_PG	269756	2	2	29998	-9.5	147.666667
Chimbu_PG	376473	2	2	6112	-6.433333	145
East_New_Britain_PG	328369	2	2	15274	-5.166667	151.75
East_Sepik_PG	450530	2	2	43426	-4.333333	143.25
Eastern_Highlands_PG	579825	2	2	11157	-6.5	145.666667
Enga_PG	432045	2	2	11704	-5.416667	143.5
Gulf_PG	158194	2	2	34472	-7.333333	145
Jiwaka_PG	343987	2	2	4798	-6	144.583333
Madang_PG	493906	2	2	28886	-5.166667	145.333333
Manus_PG	50231	2	2	2000	-2.083333	147
Milne_Bay_PG	276512	2	2	14345	-10.25	150
Morobe_PG	674810	2	2	33705	-6.833333	146.666667
National_Capital_District_PG	364125	2	2	240	-9.478472	147.148058
New_Ireland_PG	194067	2	2	9557	-3	151.5
North_Solomons_PG	249358	2	2	9384	-6	155
Northern_PG	186309	2	2	22735	-9	148.083333
Sandaun_PG	248411	2	2	35820	-3.666667	141.5
Southern_Highlands_PG	759694	2	2	25587	-6.166667	143.333333
West_New_Britain_PG	264264	2	2	20387	-5.833333	150
Western_Highlands_PG	706837	2	2	9097	-5.666667	144.5
Western_PG	201351	2	2	98189	-7.333333	142
Capital_Territory_Honiara_SB	64609	2	2	22	-9.431944	159.955556
Central_SB	26051	2	2	615	-9	159.75
Choiseul_SB	26371	2	2	3837	-7.000278	156.963889
Guadalcanal_SB	93613	2	2	5336	-9.75	160
Isabel_SB	26158	2	2	4136	-8	159.5
Makira_SB	40419	2	2	3188	-10.433	161.867
Malaita_SB	137596	2	2	4225	-9	161
Rennell_and_Bellona_SB	3041	2	2	671	-11.666667	160.166667
Temotu_SB	21362	2	2	895	-10.75	167
Western_SB	76649	2	2	5475	-8	157
Malampa_VU	40928	2	2	2779	-16.25	167.75
Penama_VU	32543	2	2	1198	-15.5	168
Sanma_VU	54184	2	2	4248	-15.333333	166.75
Shefa_VU	97602	2	2	1455	-17.333333	168.5
Tafea_VU	37050	2	2	1628	-19.5	169.5
Torba_VU	10161	2	2	882	-13.75	167.5
Coral_Sea_Islands_OT	4	2	2	10	-19.090833	150.901667
Lord_Howe_Island_AU	382	2	2	14.55	-31.554167	159.085
Tuvalu_TV	10640	2	2	26	-8	178
Anabar_NR	452	2	2	150	-0.516667	166.95
Anibare_NR	226	2	2	310	-0.530556	166.944444
Baiti_NR	513	2	2	120	-0.506944	166.931667
Buada_NR	739	2	2	260	-0.533333	166.916667
Denigomodu_NR	1804	2	2	118	-0.523611	166.914444
Ewa_NR	446	2	2	120	-0.504722	166.935556
Ijuw_NR	178	2	2	110	-0.519167	166.956667
Meneng_NR	1380	2	2	310	-0.548056	166.939444
Nibok_NR	484	2	2	160	-0.517222	166.920833
Uaboe_NR	318	2	2	80	-0.516667	166.916667
Yaren_NR	747	2	2	150	-0.5477	166.920867
Aiwo_NR	1220	2	2	110	-0.53	166.911667
Anetan_NR	587	2	2	100	-0.505278	166.9425
Boe_NR	851	2	2	50	-0.541667	166.914167
