County	Population	Land Area	Water Area	Total Area	Latitude	Longitude
Custer__SD	8216	4032.616	5.483	4038.098	43.684943	-103.46225
Davison__SD	19504	1128.083	3.534	1131.617	43.680439	-98.155868
Day__SD	5710	2662.166	163.751	2825.917	45.362283	-97.593734
Deuel__SD	4364	1612.75	36.072	1648.821	44.75629	-96.690239
Dewey__SD	5301	5963.433	369.822	6333.255	45.150005	-100.852218
Douglas__SD	3002	1118.362	4.833	1123.195	43.391506	-98.358433
Edmunds__SD	4071	2916.213	65.038	2981.251	45.41168	-99.205362
Fall_River__SD	7094	4506.359	23.911	4530.27	43.221504	-103.512102
Faulk__SD	2364	2542.721	62.704	2605.425	45.065476	-99.153564
Grand__SD	7356	1764.968	15.746	1780.714	45.172637	-96.772261
Gregory__SD	4271	2628.726	99.9	2728.626	43.179094	-99.202158
Haakon__SD	1937	4689.26	42.452	4731.712	44.284312	-101.59179
Hamlin__SD	5903	1313.722	79.874	1393.595	44.680619	-97.178598
Hand__SD	3431	3720.811	9.237	3730.048	44.546713	-99.004575
Hanson__SD	3331	1125.383	2.232	1127.616	43.680612	-97.796845
Harding__SD	1255	6918.829	16.956	6935.786	45.596612	-103.473867
Hughes__SD	17022	1920.631	153.258	2073.889	44.392258	-99.985846
Hutchinson__SD	7343	2105.413	3.929	2109.342	43.33671	-97.749383
Hyde__SD	1420	2228.748	14.542	2243.289	44.537301	-99.492148
Jackson__SD	3031	4827.514	19.098	4846.612	43.677294	-101.626455
Jerauld__SD	2071	1362.937	16.669	1379.606	44.063416	-98.623188
Jones__SD	1006	2511.453	3.147	2514.601	43.95199	-100.686139
Kingsburg__SD	5148	2155.481	81.655	2237.136	44.362969	-97.499313
Lake__SD	11200	1458.881	30.782	1489.663	44.02845	-97.123223
Lawrence__SD	24097	2072.082	0.714	2072.795	44.353669	-103.796528
Lincoln__SD	44828	1495.145	1.218	1496.362	43.27942	-96.722286
Lyman__SD	3755	4252.595	167.67	4420.265	43.894812	-99.841925
McCook__SD	5618	1487.182	6.899	1494.081	43.678924	-97.362036
McPherson__SD	2459	2943.894	38.57	2982.463	45.784249	-99.211421
Marshall__SD	4656	2170.582	124.729	2295.311	45.737054	-97.580884
Meade__SD	25434	8989.807	30.729	9020.535	44.606792	-102.715864
Mellette__SD	2048	3385.907	9.22	3395.126	43.58493	-100.760598
Miner__SD	2389	1477.099	4.196	1481.295	44.017327	-97.60979
Minnehaha__SD	169468	2090.502	17.395	2107.897	43.667472	-96.795726
Moody__SD	6486	1345.204	3.679	1348.884	44.012429	-96.676054
Pennington__SD	100948	7191.24	19.967	7211.207	44.002349	-102.823802
Perkins__SD	2982	7434.505	50.54	7485.044	45.483387	-102.467995
Potter__SD	2329	2230.341	97.193	2327.534	45.064276	-99.949631
Roberts__SD	10149	2851.684	89.947	2941.631	45.623397	-96.947551
Sanborn__SD	2355	1474.533	2.993	1477.526	44.021032	-98.092105
Shannon__SD	13586	5423.17	7.126	5430.296	43.341937	-102.55948
Spink__SD	6415	3895.148	15.062	3910.21	44.931034	-98.339644
Stanley__SD	2966	3741.062	188.384	3929.446	44.415547	-100.749163
Sully__SD	1373	2607.645	164.384	2772.029	44.722325	-100.131399
Todd__SD	9612	3596.342	5.855	3602.197	43.208172	-100.717204
Tripp__SD	5644	4176.216	13.273	4189.488	43.349729	-99.876219
Turner__SD	8347	1598.17	1.65	1599.82	43.30867	-97.150185
Union__SD	14399	1192.798	17.06	1209.858	42.831106	-96.650829
Walworth__SD	5438	1835.343	93.215	1928.558	45.427605	-100.027856
Yankton__SD	22438	1349.807	28.629	1378.437	43.006607	-97.388339
Ziebach__SD	2801	5079.67	24.212	5103.883	44.981666	-101.669225
Anderson__TN	75129	873.245	19.772	893.017	36.116731	-84.195418
Bedford__TN	45058	1226.71	2.983	1229.693	35.51366	-86.458294
Benton__TN	16489	1020.823	109.009	1129.832	36.069253	-88.071212
Bledsoe__TN	12876	1052.636	0.838	1053.474	35.593668	-85.205979
Blount__TN	123010	1447.042	20.308	1467.35	35.688185	-83.922973
Bradley__TN	98963	851.489	6.959	858.448	35.153914	-84.859414
Campbell__TN	40716	1243.69	46.503	1290.193	36.401592	-84.15925
Cannon__TN	13801	687.992	0.157	688.149	35.808394	-86.062404
Carroll__TN	28522	1552.056	2.144	1554.2	35.967896	-88.451659
Carter__TN	57424	883.711	16.657	900.368	36.284744	-82.126593
Cheatham__TN	39105	783.308	11.964	795.272	36.25518	-87.100816
Chester__TN	17131	740.052	0.576	740.628	35.416639	-88.605505
Claiborne__TN	32213	1125.556	18.116	1143.672	36.501557	-83.660724
Clay__TN	7861	612.627	59.071	671.698	36.545765	-85.545718
Cocke__TN	35662	1125.519	22.197	1147.716	35.916198	-83.119223
Coffee__TN	52796	1110.993	14.496	1125.49	35.488759	-86.078219
Crockett__TN	14586	687.731	0.529	688.261	35.811312	-89.135349
Cumberland__TN	56053	1763.848	9.826	1773.674	35.952398	-84.994761
Davidson__TN	626681	1305.439	56.749	1362.188	36.169129	-86.78479
Decatur__TN	11757	864.654	28.589	893.243	35.603422	-88.107384
DeKalb__TN	18723	788.254	63.816	852.07	35.98222	-85.833596
Dickson__TN	49666	1268.824	3.689	1272.513	36.145533	-87.364155
Dyer__TN	38335	1326.92	36.781	1363.701	36.054196	-89.398306
Fayette__TN	38413	1825.387	3.762	1829.149	35.196993	-89.413803
Fentress__TN	17959	1291.399	0.829	1292.228	36.376079	-84.932703
Franklin__TN	41052	1436.257	54.89	1491.148	35.155926	-86.099203
Gibson__TN	49683	1561.095	2.353	1563.448	35.991694	-88.933776
Giles__TN	29485	1582.293	0.643	1582.935	35.202723	-87.035319
Grainger__TN	22657	726.752	56.615	783.367	36.277463	-83.509493
Greene__TN	68831	1611.4	5.057	1616.456	36.178998	-82.847746
Grundy__TN	13703	933.779	1.522	935.301	35.387273	-85.722188
Hamblen__TN	62544	417.451	37.878	455.329	36.218397	-83.266071
Hamilton__TN	336463	1404.89	86.632	1491.522	35.159186	-85.202296
Hancock__TN	6819	575.858	2.984	578.842	36.52142	-83.227453
Hardeman__TN	27253	1729.51	6.768	1736.279	35.218131	-88.989037
Hardin__TN	26026	1495.247	49.149	1544.396	35.201893	-88.185696
Hawkins__TN	56833	1261.259	32.692	1293.951	36.452206	-82.931386
Haywood__TN	18787	1380.753	2.457	1383.21	35.58669	-89.282536
Henderson__TN	27769	1346.983	15.049	1362.032	35.653995	-88.387674
Henry__TN	32330	1455.823	81.118	1536.941	36.325398	-88.300384
Hickman__TN	24690	1586.365	0.333	1586.698	35.802396	-87.467114
Houston__TN	8426	518.74	17.322	536.062	36.285777	-87.705605
Humphreys__TN	18538	1375.232	66.621	1441.853	36.04044	-87.790625
Jackson__TN	11638	798.546	29.02	827.565	36.354242	-85.674182
Jefferson__TN	51407	709.859	104.187	814.045	36.048479	-83.440966
Johnson__TN	18244	773.046	11.002	784.048	36.453204	-81.861237
Knox__TN	432226	1316.271	45.715	1361.986	35.992727	-83.937721
Lake__TN	7832	429.379	72.802	502.181	36.333905	-89.485537
Lauderdale__TN	27815	1222.454	92.174	1314.628	35.762951	-89.627732
Lawrence__TN	41869	1598.355	2.23	1600.585	35.220476	-87.396546
Lewis__TN	12161	730.608	1.032	731.64	35.523244	-87.496983
Lincoln__TN	33361	1477.17	0.99	1478.16	35.142532	-86.593388
Loudon__TN	48556	593.665	47.02	640.685	35.73745	-84.316204
McMinn__TN	52266	1114.018	5.331	1119.35	35.424471	-84.619963
McNairy__TN	26075	1457.802	1.948	1459.75	35.175626	-88.564671
Macon__TN	22248	795.498	0.247	795.745	36.537838	-86.001231
Madison__TN	98294	1442.927	3.909	1446.835	35.606056	-88.833424
Marion__TN	28237	1290.227	36.502	1326.729	35.133422	-85.618399
Marshall__TN	30617	972.437	1.802	974.239	35.468387	-86.765886
Maury__TN	80956	1588.021	6.319	1594.34	35.615696	-87.077763
Meigs__TN	11753	505.363	56.013	561.376	35.503397	-84.823888
Monroe__TN	44519	1646.105	44.013	1690.118	35.447666	-84.249786
Montgomery__TN	172331	1396.462	12.051	1408.512	36.500354	-87.380887
Moore__TN	6362	334.685	3.093	337.778	35.288889	-86.358684
Morgan__TN	21987	1352.44	0.81	1353.25	36.138697	-84.639262
Obion__TN	31807	1410.839	27.916	1438.756	36.358175	-89.150175
Overton__TN	22083	1122.715	3.5	1126.215	36.34485	-85.283076
Perry__TN	7915	1074.148	21.084	1095.233	35.659785	-87.877027
Pickett__TN	5077	422.113	29.823	451.936	36.559364	-85.075741
Polk__TN	16825	1125.806	19.834	1145.641	35.109437	-84.541112
Putnam__TN	72321	1038.853	3.784	1042.637	36.140807	-85.496928
Rhea__TN	31809	816.823	54.463	871.286	35.600587	-84.949552
Roane__TN	54181	934.23	88.756	1022.986	35.847472	-84.523861
Robertson__TN	66283	1233.577	0.452	1234.029	36.52753	-86.869377
Rutherford__TN	262604	1604.145	12.143	1616.289	35.843369	-86.417213
Scott__TN	22228	1378.643	2.414	1381.057	36.437239	-84.498386
Sequatchie__TN	14112	688.568	0.481	689.049	35.372335	-85.410344
Sevier__TN	89889	1534.567	13.515	1548.082	35.791284	-83.521955
Shelby__TN	927644	1976.612	56.576	2033.189	35.183794	-89.895397
Smith__TN	19166	814.004	28.706	842.711	36.25565	-85.942078
Stewart__TN	13324	1189.66	87.232	1276.892	36.511756	-87.851548
Sullivan__TN	156823	1070.605	42.33	1112.936	36.510212	-82.299397
Sumner__TN	160645	1371.268	35.658	1406.926	36.470015	-86.458517
Tipton__TN	61081	1187.162	38.715	1225.876	35.500297	-89.763708
Trousdale__TN	7870	295.759	6.345	302.104	36.39303	-86.156691
Unicoi__TN	18313	482.165	0.851	483.016	36.100215	-82.418245
Union__TN	19109	578.99	61.093	640.083	36.28414	-83.836088
Van_Buren__TN	5548	708.142	2.893	711.036	35.699245	-85.458411
Warren__TN	39839	1120.636	3.508	1124.144	35.678282	-85.777363
Washington__TN	122979	845.54	8.633	854.173	36.295665	-82.495037
Wayne__TN	17021	1901.311	4.023	1905.334	35.242687	-87.819703
Weakley__TN	35021	1503.135	3.68	1506.815	36.303523	-88.720785
White__TN	25841	975.579	7.128	982.707	35.927062	-85.455766
Williamson__TN	183182	1508.925	3.029	1511.954	35.894972	-86.896958
Wilson__TN	113993	1478.433	32.037	1510.471	36.148476	-86.29021
Anderson__TX	58458	2752.126	39.884	2792.01	31.841266	-95.661744
Andrews__TX	14786	3886.83	0.957	3887.787	32.312258	-102.640206
Angelina__TX	86771	2066.235	173.343	2239.579	31.251951	-94.611056
Aransas__TX	23158	652.869	714.621	1367.49	28.104225	-96.977983
Archer__TX	9054	2339.044	57.778	2396.821	33.616305	-98.687267
Armstrong__TX	1901	2354.582	12.22	2366.802	34.964179	-101.356636
Atascosa__TX	44911	3158.605	4.996	3163.601	28.894296	-98.528187
Austin__TX	28417	1674.449	25.577	1700.026	29.891901	-96.27017
Bailey__TX	7165	2141.395	1.772	2143.167	34.067521	-102.830345
Bandera__TX	20485	2048.579	17.288	2065.867	29.755748	-99.260682
Bastrop__TX	74171	2300.299	19.155	2319.454	30.103128	-97.311859
Baylor__TX	3726	2246.767	86.984	2333.75	33.618172	-99.197228
Bee__TX	31861	2279.809	0.246	2280.056	28.416077	-97.742586
Bell__TX	310235	2722.118	95.365	2817.483	31.04211	-97.481921
Bexar__TX	1714773	3211.12	42.128	3253.247	29.448671	-98.520147
Blanco__TX	10497	1836.952	10.815	1847.766	30.265605	-98.399977
Borden__TX	641	2324.365	22.298	2346.663	32.744062	-101.433033
Bosque__TX	18212	2545.902	50.672	2596.574	31.900764	-97.637632
Bowie__TX	92565	2292.154	98.32	2390.474	33.446051	-94.422375
Brazoria__TX	313166	3516.43	649.793	4166.222	29.167818	-95.434647
Brazos__TX	194851	1516.296	15.003	1531.299	30.656725	-96.302389
Brewster__TX	9232	16015.795	22.064	16037.859	29.808997	-103.252458
Briscoe__TX	1637	2330.991	4.069	2335.06	34.525173	-101.205893
Brooks__TX	7223	2443.302	0.742	2444.044	27.034994	-98.215276
Brown__TX	38106	2446.071	32.429	2478.5	31.764103	-98.99847
Burleson__TX	17187	1706.871	46.065	1752.935	30.493487	-96.622091
Burnet__TX	42750	2575.117	69.941	2645.057	30.789616	-98.201195
Caldwell__TX	38066	1412.208	4.934	1417.142	29.840422	-97.631097
Calhoun__TX	21381	1312.711	1361.908	2674.618	28.445366	-96.5833
Callahan__TX	13544	2329.363	4.899	2334.262	32.29315	-99.372249
Cameron__TX	406220	2307.478	998.532	3306.01	26.102923	-97.478958
Camp__TX	12401	507.188	19.184	526.372	32.974581	-94.979085
Carson__TX	6182	2383.36	10.064	2393.424	35.405496	-101.355356
Cass__TX	30464	2426.724	60.5	2487.223	33.083698	-94.357579
Castro__TX	8062	2316.573	12.585	2329.158	34.533621	-102.258786
Chambers__TX	35096	1546.579	709.775	2256.354	29.703933	-94.668875
Cherokee__TX	50845	2727.031	24.032	2751.063	31.843859	-95.156504
Childress__TX	7041	1803.68	44.835	1848.515	34.529337	-100.208336
Clay__TX	10752	2819.774	72.604	2892.379	33.785904	-98.212918
Cochran__TX	3127	2007.63	0.229	2007.859	33.60844	-102.830449
Coke__TX	3320	2360.696	42.79	2403.485	31.877105	-100.635236
Coleman__TX	8895	3268.424	50.472	3318.897	31.914205	-99.346622
Collin__TX	782341	2178.762	116.236	2294.997	33.193885	-96.578153
Collingsworth__TX	3057	2378.751	2.279	2381.03	34.963358	-100.272135
Colorado__TX	20874	2487.097	34.737	2521.834	29.595908	-96.508389
Comal__TX	108472	1449.037	39.89	1488.927	29.803019	-98.255201
Comanche__TX	13974	2428.771	25.718	2454.489	31.951645	-98.549617
Concho__TX	4087	2548.028	25.624	2573.653	31.318865	-99.863648
Cooke__TX	38437	2265.616	61.334	2326.95	33.639169	-97.210372
Coryell__TX	75388	2724.839	12.146	2736.985	31.391177	-97.798022
Cottle__TX	1505	2332.448	2.724	2335.172	34.091906	-100.276442
Crane__TX	4375	2033.319	1.696	2035.015	31.422797	-102.487774
Crockett__TX	3719	7270.944	0.053	7270.997	30.717532	-101.404211
Crosby__TX	6059	2331.501	3.874	2335.375	33.609144	-101.29871
Culberson__TX	2398	9875.1	0.556	9875.656	31.445909	-104.526945
Dallam__TX	6703	3893.424	5.183	3898.607	36.28637	-102.59402
Dallas__TX	2368139	2256.603	96.696	2353.299	32.766987	-96.778424
Dawson__TX	13833	2331.781	4.721	2336.502	32.741934	-101.947322
Deaf_Smith__TX	19372	3876.869	3.927	3880.796	34.940766	-102.607564
Delta__TX	5231	665.174	54.666	719.84	33.385933	-95.67335
Denton__TX	662614	2275.129	193.071	2468.2	33.205005	-97.119046
DeWitt__TX	20097	2354.235	3.92	2358.155	29.082342	-97.361656
Dickens__TX	2444	2335.455	9.058	2344.513	33.614666	-100.786095
Dimmit__TX	9996	3441.794	14.577	3456.371	28.423587	-99.765871
Donley__TX	3677	2400.623	15.954	2416.577	34.955036	-100.815846
Duval__TX	11782	4645.094	5.478	4650.573	27.681123	-98.497393
Eastland__TX	18583	2399.599	14.048	2413.647	32.324645	-98.83656
Ector__TX	137130	2324.999	10.598	2335.597	31.865301	-102.542507
Edwards__TX	2002	5485.226	5.2	5490.426	29.985877	-100.307373
Ellis__TX	149610	2422.9	42.115	2465.015	32.347279	-96.798336
El_Paso__TX	800647	2622.863	5.871	2628.734	31.766403	-106.241391
Erath__TX	37890	2805.142	17.445	2822.587	32.238136	-98.222377
Falls__TX	17866	1982.591	21.648	2004.239	31.25193	-96.934128
Fannin__TX	33915	2307.256	20.842	2328.098	33.591161	-96.104988
Fayette__TX	24554	2460.51	25.382	2485.892	29.877886	-96.921231
Fisher__TX	3974	2328.246	7.284	2335.53	32.740473	-100.40312
Floyd__TX	6446	2569.637	0.984	2570.621	34.073731	-101.303274
Foard__TX	1336	1824.379	8.515	1832.893	33.980404	-99.777427
Fort_Bend__TX	585375	2231.225	61.797	2293.022	29.526602	-95.771015
Franklin__TX	10605	736.569	26.876	763.445	33.175846	-95.219066
Freestone__TX	19816	2273.333	36.916	2310.249	31.701654	-96.144237
Frio__TX	17217	2935.751	2.194	2937.944	28.869334	-99.108788
Gaines__TX	17526	3891.133	1.263	3892.396	32.743942	-102.631562
Galveston__TX	291309	979.943	1283.211	2263.154	29.228706	-94.894865
Garza__TX	6461	2313.927	7.219	2321.146	33.183792	-101.301134
Gillespie__TX	24837	2740.761	8.979	2749.739	30.32639	-98.942106
Glasscock__TX	1226	2331.553	2.245	2333.798	31.868591	-101.528971
Goliad__TX	7210	2206.707	19.05	2225.756	28.6607	-97.430415
Gonzales__TX	19807	2762.708	8.201	2770.909	29.468704	-97.477738
Gray__TX	22535	2398.262	8.701	2406.962	35.402542	-100.812374
Grayson__TX	120877	2415.951	120.106	2536.056	33.624508	-96.675699
Gregg__TX	121730	707.851	6.373	714.224	32.486397	-94.816276
Grimes__TX	26604	2039.51	36.633	2076.143	30.543231	-95.988082
Guadalupe__TX	131533	1842.258	9.104	1851.362	29.583208	-97.949027
Hale__TX	36273	2602.116	0.247	2602.362	34.068436	-101.822888
Hall__TX	3353	2288.234	53.366	2341.6	34.453189	-100.576343
Hamilton__TX	8517	2165.008	1.239	2166.246	31.706982	-98.111794
Hansford__TX	5613	2382.297	1.548	2383.845	36.272847	-101.35693
Hardeman__TX	4139	1800.337	4.549	1804.886	34.289904	-99.745697
Hardin__TX	54635	2306.559	18.091	2324.65	30.329612	-94.393149
Harris__TX	4092459	4411.987	191.672	4603.659	29.857273	-95.393037
Harrison__TX	65631	2330.862	40.929	2371.791	32.547993	-94.374425
Hartley__TX	6062	3786.648	3.024	3789.672	35.840244	-102.610047
Haskell__TX	5899	2339.099	18.471	2357.57	33.175965	-99.730773
Hays__TX	157107	1755.955	5.038	1760.993	30.061225	-98.029267
Hemphill__TX	3807	2347.27	15.206	2362.476	35.816237	-100.284807
Henderson__TX	78532	2262.997	193.17	2456.167	32.211633	-95.853418
Hidalgo__TX	774769	4068.522	31.191	4099.713	26.396384	-98.18099
Hill__TX	35089	2483.445	69.557	2553.003	31.98224	-97.129886
Hockley__TX	22935	2352.724	0.446	2353.17	33.605932	-102.343398
Hood__TX	51182	1089.456	41.925	1131.381	32.430149	-97.831677
Hopkins__TX	35161	1986.972	66.297	2053.269	33.148959	-95.565194
Houston__TX	23732	3188.04	14.674	3202.714	31.323036	-95.4216
Howard__TX	35012	2333.038	8.842	2341.88	32.303583	-101.43853
Hudspeth__TX	3476	11838.792	2.191	11840.983	31.450868	-105.377549
Hunt__TX	86129	2176.414	108.015	2284.429	33.123438	-96.083807
Hutchinson__TX	22150	2298.404	19.512	2317.916	35.837047	-101.362746
Irion__TX	1599	2723.535	0.176	2723.711	31.303424	-100.981304
Jack__TX	9044	2358.603	24.513	2383.116	33.232277	-98.171902
Jackson__TX	14075	2148.225	71.061	2219.287	28.959802	-96.58908
Jasper__TX	35710	2431.598	79.908	2511.505	30.752932	-94.022294
Jeff_Davis__TX	2342	5865.171	0.206	5865.377	30.617087	-104.18786
Jefferson__TX	252273	2269.594	612.154	2881.748	29.854	-94.149331
Jim_Hogg__TX	5300	2942.584	0.093	2942.677	27.041212	-98.700127
Jim_Wells__TX	40838	2240.251	8.74	2248.991	27.733516	-98.090814
Johnson__TX	150934	1876.943	25.309	1902.252	32.379511	-97.364823
Jones__TX	20202	2404.944	22.229	2427.174	32.743709	-99.87443
Karnes__TX	14824	1936.16	15.519	1951.68	28.907618	-97.860767
Kaufman__TX	103350	2022.001	69.83	2091.831	32.598944	-96.288378
Kendall__TX	33410	1715.746	1.497	1717.242	29.944524	-98.711094
Kenedy__TX	416	3777.054	1262.538	5039.591	26.890232	-97.591233
Kent__TX	808	2337.482	1.065	2338.547	33.18478	-100.76972
Kerr__TX	49625	2857.581	10.25	2867.831	30.053928	-99.351968
Kimble__TX	4607	3240.041	0.494	3240.535	30.479472	-99.746396
King__TX	286	2359.147	6.398	2365.545	33.614159	-100.250548
Kinney__TX	3598	3522.526	13.125	3535.651	29.347087	-100.4177
Kleberg__TX	32061	2282.578	541.041	2823.619	27.438735	-97.66062
Knox__TX	3719	2203.097	12.578	2215.675	33.616657	-99.747112
Lamar__TX	49793	2349.612	67.113	2416.725	33.667263	-95.570348
Lamb__TX	13977	2631.898	3.974	2635.871	34.068862	-102.348018
Lampasas__TX	19677	1846.247	2.833	1849.08	31.196731	-98.240889
La_Salle__TX	6886	3850.511	19.539	3870.05	28.351098	-99.096774
Lavaca__TX	19263	2511.532	1.885	2513.418	29.382578	-96.923633
Lee__TX	16612	1629.143	13.169	1642.311	30.321105	-96.976365
Leon__TX	16801	2779.447	19.343	2798.79	31.300493	-95.995622
Liberty__TX	75643	3000.285	46.412	3046.697	30.162189	-94.822682
Limestone__TX	23384	2344.684	72.199	2416.883	31.547543	-96.593623
Lipscomb__TX	3302	2414.333	0.299	2414.632	36.2802	-100.272683
Live_Oak__TX	11531	2692.801	101.484	2794.285	28.351535	-98.126961
Llano__TX	19301	2419.138	82.419	2501.557	30.707585	-98.68469
Loving__TX	82	1732.508	20.152	1752.66	31.844936	-103.561229
Lubbock__TX	278831	2319.591	13.212	2332.803	33.611469	-101.819944
Lynn__TX	5915	2309.925	4.17	2314.095	33.178412	-101.818493
McCulloch__TX	8283	2759.887	20.285	2780.172	31.205477	-99.359856
McLennan__TX	234906	2686.08	59.906	2745.986	31.549493	-97.201472
McMullen__TX	707	2951.1	44.96	2996.06	28.384922	-98.578853
Madison__TX	13664	1207.103	16.494	1223.597	30.966878	-95.930372
Marion__TX	10546	986.476	102.155	1088.63	32.797757	-94.357673
Martin__TX	4799	2369.694	1.932	2371.626	32.30983	-101.961836
Mason__TX	4012	2405.589	8.834	2414.423	30.703232	-99.237608
Matagorda__TX	36702	2849.701	1326.68	4176.38	28.783341	-95.997755
Maverick__TX	54258	3313.264	32.426	3345.69	28.745217	-100.311368
Medina__TX	46006	3432.656	23.769	3456.426	29.353661	-99.111085
Menard__TX	2242	2336.246	0.614	2336.86	30.883707	-99.854936
Midland__TX	136872	2331.765	4.534	2336.299	31.870896	-102.024326
Milam__TX	24757	2633.837	12.539	2646.376	30.791242	-96.984395
Mills__TX	4936	1937.987	3.903	1941.89	31.494889	-98.594623
Mitchell__TX	9403	2359.712	12.49	2372.202	32.303781	-100.92458
Montague__TX	19719	2411.035	19.087	2430.122	33.676289	-97.724747
Montgomery__TX	455746	2698.081	91.023	2789.103	30.302364	-95.503523
Moore__TX	21904	2330.189	25.718	2355.907	35.835676	-101.890502
Morris__TX	12934	652.637	17.394	670.031	33.116466	-94.731265
Motley__TX	1210	2562.955	0.643	2563.598	34.058383	-100.793696
Nacogdoches__TX	64524	2451.52	89.746	2541.266	31.62056	-94.62025
Navarro__TX	47735	2614.923	197.639	2812.562	32.04845	-96.476908
Newton__TX	14445	2418.212	15.672	2433.885	30.786718	-93.73925
Nolan__TX	15216	2362.062	5.053	2367.114	32.312338	-100.418108
Nueces__TX	340223	2171.658	847.226	3018.885	27.739406	-97.521643
Ochiltree__TX	10223	2376.642	1.332	2377.974	36.278744	-100.815864
Oldham__TX	2052	3886.363	2.338	3888.701	35.401921	-102.59762
Orange__TX	81837	864.198	118.78	982.977	30.120918	-93.893358
Palo_Pinto__TX	28111	2465.127	87.328	2552.455	32.75221	-98.317974
Panola__TX	23796	2076.521	50.645	2127.166	32.163978	-94.305156
Parker__TX	116927	2339.998	17.136	2357.134	32.777096	-97.805905
Parmer__TX	10269	2281.204	11.344	2292.549	34.532163	-102.784853
Pecos__TX	15507	12338.306	2.532	12340.839	30.770894	-102.71986
Polk__TX	45413	2737.858	136.147	2874.006	30.784553	-94.837338
Potter__TX	121073	2352.667	35.275	2387.942	35.398675	-101.893804
Presidio__TX	7818	9985.017	1.773	9986.79	30.005891	-104.261619
Rains__TX	10914	594.278	76.082	670.36	32.87058	-95.79544
Randall__TX	120725	2360.887	28.192	2389.079	34.962529	-101.895547
Reagan__TX	3367	3044.016	1.793	3045.809	31.372895	-101.513901
Real__TX	3309	1810.906	2.346	1813.252	29.82303	-99.805303
Red_River__TX	12860	2684.724	52.208	2736.932	33.619626	-95.048429
Reeves__TX	13783	6825.588	17.397	6842.985	31.308366	-103.712706
Refugio__TX	7383	1995.441	123.799	2119.24	28.312496	-97.160479
Roberts__TX	929	2393.299	0.347	2393.645	35.836216	-100.807555
Robertson__TX	16622	2216.209	25.046	2241.255	31.025481	-96.514941
Rockwall__TX	78337	329.021	56.154	385.175	32.889216	-96.407501
Runnels__TX	10501	2721.934	15.93	2737.864	31.833311	-99.967856
Rusk__TX	53330	2393.218	37.244	2430.462	32.109423	-94.756382
Sabine__TX	10834	1272.695	220.821	1493.516	31.3433	-93.851913
San_Augustine__TX	8865	1374.396	159.647	1534.043	31.382449	-94.16318
San_Jacinto__TX	26384	1474.332	151.949	1626.281	30.574218	-95.162852
San_Patricio__TX	64804	1796.029	37.539	1833.568	28.011782	-97.517165
San_Saba__TX	6131	2940.405	8.072	2948.477	31.155138	-98.819292
Schleicher__TX	3461	3394.517	0.087	3394.604	30.896233	-100.527216
Scurry__TX	16921	2345.088	5.44	2350.528	32.744462	-100.913399
Shackelford__TX	3378	2367.99	3.268	2371.258	32.743788	-99.347045
Shelby__TX	25448	2060.551	101.096	2161.648	31.790137	-94.142565
Sherman__TX	3034	2390.651	0.429	2391.079	36.277628	-101.894716
Smith__TX	209714	2386.556	73.212	2459.768	32.377093	-95.26963
Somervell__TX	8490	482.937	14.223	497.16	32.217942	-97.769211
Starr__TX	60968	3168.019	15.302	3183.321	26.546335	-98.715803
Stephens__TX	9630	2322.493	64.134	2386.627	32.731531	-98.840081
Sterling__TX	1143	2391.728	0.167	2391.895	31.835774	-101.054911
Stonewall__TX	1490	2373.241	10.178	2383.418	33.17958	-100.253807
Sutton__TX	4128	3765.651	1.277	3766.928	30.517865	-100.505395
Swisher__TX	7854	2305.502	27.279	2332.781	34.53046	-101.732852
Tarrant__TX	1809034	2236.736	100.223	2336.959	32.77204	-97.291291
Taylor__TX	131506	2371.268	9.721	2380.989	32.295684	-99.89322
Terrell__TX	984	6107.258	0.106	6107.364	30.232332	-102.072539
Terry__TX	12651	2302.083	5.444	2307.527	33.171229	-102.339284
Throckmorton__TX	1641	2363.499	7.586	2371.085	33.170712	-99.206137
Titus__TX	32334	1051.676	50.736	1102.411	33.214599	-94.966783
Tom_Green__TX	110224	3941.89	48.105	3989.994	31.401583	-100.461355
Travis__TX	1024266	2564.612	84.967	2649.58	30.239513	-97.69127
Trinity__TX	14585	1796.435	52.733	1849.169	31.087483	-95.153291
Tyler__TX	21766	2394.446	28.806	2423.252	30.769579	-94.379449
Upshur__TX	39309	1509.826	24.998	1534.824	32.735878	-94.941649
Upton__TX	3355	3215.013	0.464	3215.478	31.353849	-102.042013
Uvalde__TX	26405	4019.52	17.322	4036.843	29.35034	-99.761074
Val_Verde__TX	48879	8144.864	227.711	8372.575	29.884961	-101.146646
Van_Zandt__TX	52579	2182.211	44.167	2226.378	32.558948	-95.836391
Victoria__TX	86793	2284.739	17.334	2302.073	28.79637	-96.971198
Walker__TX	67861	2030.988	44.898	2075.886	30.74309	-95.569888
Waller__TX	43205	1329.778	11.366	1341.144	30.013578	-95.982102
Ward__TX	10658	2164.2	0.624	2164.824	31.513069	-103.105113
Washington__TX	33718	1564.232	46.094	1610.327	30.215075	-96.410272
Webb__TX	250304	8706.199	36.538	8742.737	27.770584	-99.326641
Wharton__TX	41280	2813.115	21.289	2834.404	29.278481	-96.229675
Wheeler__TX	5410	2368.604	2.481	2371.085	35.392593	-100.253107
Wichita__TX	131500	1625.933	13.831	1639.764	33.991103	-98.716851
Wilbarger__TX	13535	2514.474	18.258	2532.732	34.08492	-99.24244
